_id,titulo,año_salida,autor,id_imagen_portada,Género_musical,Duración,Número_Pista,Popularidad
69fbaaac69c894b540f35bac,8,2019,Billie Eilish,BillieEilish8.jpg,Pop Alternativo,00:02:53,8,La canción ha acumulado más de 350 millones de reproducciones en Spotify (a fecha de 2024-2025).
69fbaad969c894b540f35bad,Goodbye,2019,Billie Eilish,BillieEilishGoodbye.jpg,Pop Alternativo,00:01:59,14,La canción ha acumulado cerca de 300 millones de reproducciones en Spotify (a fecha de 2025).
69fbaaf069c894b540f35bae,Wish your were gay,2019,Billie Eilish,BillieEilishWishYourWereGay.jpg,Pop Alternativo,00:03:41,7,La canción ha acumulado más de 900 millones de reproducciones en Spotify (a fecha de 2025).
